latitude,longitude,floorSize,url,price,date
30.274889,-97.68286,"2,525",https://www.zillow.com/homedetails/1162-Lott-Ave-Austin-TX-78721/29388165_zpid/,"$799,000",1604556000.0
30.29892,-97.6975,"1,700",https://www.zillow.com/homedetails/4703-Vaughan-St-Austin-TX-78723/251028571_zpid/,"$590,000",1604556000.0
30.346602,-97.755765,"1,911",https://www.zillow.com/homedetails/3510-Wendel-Cv-APT-4-Austin-TX-78731/29347750_zpid/,"$585,000",1604556000.0
30.333061,-97.724954,"1,505",https://www.zillow.com/homedetails/1010-Arcadia-Ave-Austin-TX-78757/29413305_zpid/,"$550,000",1604556000.0
30.34743,-97.619134,"2,781",https://www.zillow.com/homedetails/11209-Whitefaulds-Dr-Austin-TX-78754/125916046_zpid/,"$339,500",1604556000.0
30.23163,-97.712951,"1,059",https://www.zillow.com/homedetails/1811-River-Crossing-Cir-APT-C-Austin-TX-78741/29463895_zpid/,"$210,000",1604556000.0
30.493236,-97.753198,"4,032",https://www.zillow.com/homedetails/9301-Ivalenes-Hope-Dr-Austin-TX-78717/243336397_zpid/,"$799,000",1604556000.0
30.239685,-97.903664,"3,130",https://www.zillow.com/homedetails/7605-Roaring-Springs-Dr-Austin-TX-78736/70327964_zpid/,"$605,000",1604556000.0
30.154648,-97.743005,"1,314",https://www.zillow.com/homedetails/6525-Alum-Rock-Cv-Austin-TX-78747/63838081_zpid/,"$261,000",1604469600.0
30.233089,-97.587182,"1,201",https://www.zillow.com/homedetails/14704-Menifee-St-Austin-TX-78725/29462563_zpid/,"$230,100",1604469600.0
30.291935,-97.685835,"1,335",https://www.zillow.com/homedetails/4608-Cedar-Point-Dr-Austin-TX-78723/64794208_zpid/,"$450,000",1604469600.0
30.323143,-97.741173,"1,002",https://www.zillow.com/homedetails/2209-Hancock-Dr-APT-8-Austin-TX-78756/79981553_zpid/,"$301,000",1604469600.0
30.317963,-97.683002,"1,245",https://www.zillow.com/homedetails/6703-Duquesne-Dr-Austin-TX-78723/29408221_zpid/,"$275,000",1604383200.0
